# 01/06/2025 10:33:18 AM: Prices - EPEX Spot Market Auction - germany_luxembourg - Currency: EUR,__parsed_extra
Delivery day,"Hour 1,Hour 2,Hour 3A,Hour 3B,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24,Minimum,Maximum,Middle-Night,Early Morning,Late Morning,Early Afternoon,Rush Hour,Off-Peak 2,Baseload,Peakload,Night,Off-Peak 1,Business,Offpeak,Morning,High Noon,Afternoon,Evening,Sunpeak"
01/04/2025,"101.56,95.02,92.91,,93.5,91.43,100.71,129.46,179.96,159.37,108.47,86.17,70.26,53.15,11.57,10.89,26.7,65.23,82.8,122.39,155.72,138,110.9,95.64,79.45,10.89,179.96,95.75,125.39,106.07,25.58,106.54,106,94.22,79.39,95.86,110.57,65.82,109.05,144.32,55.29,46.41,117.02,43.12"
31/03/2025,"65.57,63.25,64.41,,67.22,68.97,88,109.27,143.54,174.23,133.17,110.27,99.04,83.54,74.1,73.58,69.55,76.24,100.83,131.57,183.96,172.73,135.03,115.25,102.34,63.25,183.96,65.11,102.45,129.18,75.19,123.15,131.34,104.4,109.17,69.57,83.78,102.19,99.63,140.05,91.74,80.05,140.15,85.01"
30/03/2025,"46.31,15.89,,,5.1,1.2,0.09,0.03,0,-0.01,-0.04,-3.47,-11.34,-18.5,-25.76,-26.07,-12.96,-4.01,-0.01,14.41,60.83,58.86,50.01,61.71,56.44,-26.07,61.71,22.43,0.33,-3.72,-20.82,17.81,56.76,11.68,-2.24,13.72,9.8,-12.27,26.88,-0.01,-14.77,-10.76,50.38,-16.35"
29/03/2025,"113.62,103.91,96.54,,96.22,96.5,92.74,96.73,98.44,91.86,76.14,65.67,65.34,65.33,2.06,3.94,25.27,66.26,100.1,146.91,152.22,121.07,100.42,82.75,68.27,2.06,152.22,102.57,96.1,74.75,24.15,116.37,93.13,84.51,71.76,99.92,99.34,49.45,97.27,90.79,49.6,48.89,111.94,37.94"
28/03/2025,"90,79.38,79.02,,79.38,79.84,103.51,128.52,122.2,102.08,75.57,25.77,1.68,-0.01,-0.03,14.48,70.1,104.19,132,165.99,165.9,148.03,124.56,117.94,110.12,-0.03,165.99,81.95,108.52,51.28,21.14,142.02,125.16,88.34,71.48,85.19,95.23,36.21,105.21,107.09,6.85,80.19,138.76,18.67"
27/03/2025,"104.93,98.98,97.8,,98.85,97.07,104.9,129.83,140,123.5,89.92,77.61,45.48,24.81,6.67,30.34,74.93,93.74,127.25,157.9,170.7,141.61,124.42,113.1,100.91,6.67,170.7,100.14,117.95,84.13,34.19,137.4,120.01,98.97,85.24,100.42,109.05,59.16,112.7,120.81,38.64,81.57,134.77,43.31"
26/03/2025,"101.02,97.96,97.36,,97.39,95.72,98.85,128.76,141.95,137.09,111.86,100,96.39,94.81,84.5,90.79,94.36,101.45,135.16,162,169.54,153.27,129.4,120.27,108.91,84.5,169.54,98.43,116.32,111.34,91.12,142.04,127.96,114.53,114.83,98.05,107.38,101.23,114.24,129.92,93.93,105.44,140.57,93.48"
25/03/2025,"102.07,101.76,100.2,,102.67,101.96,107.39,136.05,142.13,133.36,106.41,92.03,78.8,68.45,69.23,81.7,95.52,108.84,138.81,161.14,166.36,148.6,122.36,114.83,102.05,68.45,166.36,101.68,121.88,102.65,78.73,143.79,121.96,111.78,108.39,102.68,111.78,90.69,115.17,129.49,77.13,106.22,135.89,80.96"
24/03/2025,"110.45,107.29,101.91,,98.94,101.99,119.82,141.5,164.28,161.86,135.38,111.16,107.36,100.75,100.87,106.57,115.85,130.95,154.15,211.99,193,161.84,138.55,125.58,115.16,98.94,211.99,104.65,131.9,128.94,106.01,172.52,135.28,129.88,135.82,106.73,118.27,117.48,123.94,150.76,105.04,126.88,157.69,107.09"
23/03/2025,"13.69,19.01,23.65,,23.49,24.82,25.01,24.84,24.26,18.99,23.09,13.78,9.6,13.49,5.01,11.46,42.5,84.42,124.23,140,142.51,140.58,130,126.47,114.24,5.01,142.51,19.96,24.73,16.37,18.12,122.79,127.82,54.96,52.42,21.61,22.35,17.24,57.51,22.8,10.47,65.65,132.3,15.97"
22/03/2025,"26.93,12.57,9.07,,6.88,10.12,12.95,13.01,13.04,3.11,0,-1.86,-6.31,-15.18,-15.04,-6.79,-1.51,1.01,34.99,60.03,50.95,42.15,36.12,37.14,35.69,-15.18,60.03,13.86,12.28,-1.27,-9.63,36.75,37.78,14.96,8.62,13.09,13.07,-5.45,21.31,7.29,-9.6,6.93,43.68,-7.78"
21/03/2025,"125.07,116.41,112.74,,105.81,109.1,127.49,156,148.27,110.73,73.31,43.25,7.35,0.81,0,2.49,12.36,46.22,100.24,120.65,83.5,70,47.19,27.13,18.45,0,156,115.01,135.22,58.66,3.92,87.65,40.69,73.52,50.08,116.1,125.11,31.29,96.97,122.08,12.85,40.33,61.15,11.04"
20/03/2025,"117.17,102.86,99.56,,100.08,102.83,119.7,144.84,141.21,99.87,79.45,37.51,3.42,0.43,0.65,16.6,79.42,120.76,155.14,280.07,253.85,164,136.82,125.03,117.91,0.43,280.07,104.92,127.15,55.06,24.28,202.46,135.94,108.3,93.93,107.03,116.03,39.67,122.67,116.34,10.5,92.98,179.61,23.01"
19/03/2025,"107.29,102.4,101.19,,102,106.59,122.52,158.05,147.74,108.23,79.5,26.52,-0.04,-0.56,-0.25,0.99,66.73,109.85,147.56,248.18,220.3,176.68,138.24,124.45,111.14,-0.56,248.18,103.22,133.73,53.55,16.73,181.47,137.63,104.39,83.92,107,118.47,35.14,124.86,123.38,6.42,81.28,169.83,15.57"
18/03/2025,"92.2,89.99,92.37,,89.2,95.25,110.74,138.9,136.68,106.52,71.53,25.27,0.68,-1.46,-0.3,5.72,50.28,95.94,140.9,170.91,167.46,142.39,123.04,115.97,103.29,-1.46,170.91,90.94,120.39,51,13.56,143.8,121.17,90.14,69.45,94.96,105.67,32.28,110.84,113.41,6.05,73.21,137.18,13.37"
17/03/2025,"78.1,79.01,78.79,,80.91,85.85,103.3,135.18,152.87,135.24,100.73,68.21,50.56,31.17,27.95,50.14,70.01,98.55,143.05,177.33,170,141.5,118.85,107.86,93.5,27.95,177.33,79.2,119.3,88.69,44.82,147.23,115.43,99.11,93.58,84.33,99.25,66.75,104.64,131.01,44.47,90.44,134.84,49.67"
16/03/2025,"90.01,85.79,79.62,,78.18,78.6,80.51,85.14,82.07,77.95,56.9,24.09,2.9,1.01,0.19,2.53,31,71.11,116.81,130.84,140,125.28,107.73,100.8,79.71,0.19,140,83.4,81.58,40.46,8.68,114.69,103.38,72.03,54.61,82.12,82.49,24.57,89.45,75.52,7.05,55.36,114.06,10.29"
15/03/2025,"112.15,103.14,96,,89.9,86.9,90.55,97.01,99.42,98.77,86.4,72.39,67.16,57.32,48,54.51,70.8,84.24,121.91,130.3,132.96,121.46,108.5,105.02,95.25,48,132.96,100.3,93.47,81.18,57.66,117.35,107.56,92.92,85.4,96.44,96.88,69.42,100.44,95.4,61.22,82.87,115.58,61.7"
14/03/2025,"109.09,106,105.9,,103.83,105.3,113.99,143.02,155.11,155,132.09,112,106.35,104.5,104.59,105.38,109.39,124.84,146.44,155.33,150.91,130.01,111.39,114,105.17,103.83,155.33,106.21,129.36,126.36,105.97,144.38,115.14,121.23,125.57,107.35,117.78,116.16,116.9,146.31,106.86,121.51,127.8,107.04"
13/03/2025,"108.52,102.25,98.98,,96.71,98.35,105.88,132.99,159.87,158.03,148.13,123.77,110.7,110.01,108.22,107.54,109.99,121.47,142.65,166.05,173.47,149,135.69,123.48,111.63,96.71,173.47,101.62,124.27,135.16,108.94,150.91,129.95,125.14,131.67,101.78,112.94,122.05,118.61,149.76,113.18,120.41,143.22,111.71"
12/03/2025,"101.73,100.09,97.79,,97.38,101.8,110.31,144.54,161.64,148.41,125,102.62,99.69,98.07,99.91,101.65,117.74,142.1,157.03,199.75,179.49,148.05,132.2,120,109.91,97.38,199.75,99.25,129.57,118.93,104.34,169.59,127.54,124.87,130.96,101.52,114.41,111.64,118.79,144.9,100.07,129.63,148.23,103.28"
11/03/2025,"104.39,101.8,99.73,,100.5,102.53,110.86,148.04,152.98,146.49,128.53,102,97.48,96.44,98.38,102.35,112.84,132.86,171.95,205.02,180.95,149.43,133,121.25,107.34,96.44,205.02,101.61,128.6,118.63,102.5,172.7,127.76,125.3,131.27,103.3,115.1,110.56,119.32,144.01,98.58,130,149.5,101.58"
10/03/2025,"96.83,94.92,96.7,,96.87,94.65,106.37,148.49,159.75,133.96,98.88,84.38,77.88,76.02,77.32,83.91,97.47,127.47,147.97,174.92,160.24,142.14,126.59,106.88,97.97,76.02,174.92,96.33,127.32,98.78,83.68,152.65,118.4,112.86,111.7,97.72,111.82,91.23,114.01,135.27,78.9,114.21,134.79,82.83"
09/03/2025,"95.19,94.81,94.44,,96.51,98.67,101.51,100,93.01,65.4,29.27,10.1,0.03,-2.26,-2.04,0.09,17.39,90.56,125.74,135.37,136.7,130.2,122.7,112.8,106.83,-2.26,136.7,95.24,98.3,26.2,3.3,122.09,118.13,77.21,50.53,96.86,96.77,14.75,103.89,71.92,1.46,58.45,124.1,3.89"
08/03/2025,"124.97,113.94,117.22,,116.76,118.42,121.3,127.82,120.59,98.04,72.54,18.05,2.07,-0.34,-0.1,0.07,56.2,100.86,145.58,174.05,140.03,111.21,100,99.24,97.94,-0.34,174.05,118.22,122.03,47.68,13.96,140.13,102.1,90.69,67.25,118.77,120.13,30.82,114.12,104.75,4.92,75.68,120.41,12.66"
07/03/2025,"90.27,90.27,91.38,,91.69,99,115.17,135.67,147.7,122.23,83,65.3,31.81,12.79,8.08,37.06,90.15,126.99,149.91,216.64,178.68,148.7,132.4,119.11,111.83,8.08,216.64,90.9,124.39,75.59,37.02,168.06,128.01,103.99,93.55,96.3,107.64,56.3,114.43,122.15,29.5,101.03,151.23,40.87"
06/03/2025,"83.9,84.84,87,,88.12,94.56,95.91,139.28,151.32,108.5,78.7,50.47,4.02,0.08,0.02,13.16,71,116.52,148.95,165.36,149.1,125.64,106.63,101.47,91.11,0.02,165.36,85.97,120.27,60.42,21.07,144.98,106.21,89.82,75.49,89.06,103.12,40.74,104.15,119.45,13.65,87.41,123.22,23.13"
05/03/2025,"90.05,83.07,83.01,,79.71,81.63,91.94,115.57,140.16,85.64,41.63,0.02,-0.07,-4.28,-3.7,0.05,48.5,89.89,133.13,146.23,145.89,123,108.12,109.12,96.98,-4.28,146.23,83.96,107.33,31.81,10.14,128.79,109.31,78.55,56.91,84.9,95.64,20.97,100.2,95.75,-2.01,67.89,121.56,6.75"
04/03/2025,"121,109.44,103.79,,104.82,100.28,111.51,141.86,169.61,141.95,110.98,80.02,48.58,20.53,14.34,52.31,81.29,111.15,148.61,180.92,163.67,134.13,114.38,114.41,106.81,14.34,180.92,109.76,130.82,95.38,42.12,151.09,117.43,107.77,96.2,108.47,120.29,68.75,119.34,141.1,40.87,98.34,135.72,49.51"
03/03/2025,"108.01,103.69,102.79,,99.7,103.37,116.7,137.51,163,147.52,106.74,72.39,6.4,0.33,0.01,61.4,84.1,106.36,148.79,183.95,175.93,150.49,128.21,124.93,122.46,0.01,183.95,103.55,130.15,83.26,36.46,153.76,131.52,106.45,91.16,105.71,116.85,59.86,121.74,138.69,19.78,100.16,147.66,37.44"
02/03/2025,"123.94,107.54,99.32,,93.01,94.23,93.98,95.89,102.6,103.11,89,68.3,49,27.5,3.13,2.84,50.73,80.43,126.55,143.09,146.1,132.98,120,120.79,112.78,2.84,146.1,105.95,96.68,77.35,21.05,124.04,121.64,91.12,74.15,102,101.31,49.2,108.09,97.65,36.98,65.14,129.29,33.58"
01/03/2025,"128.19,120.38,117.09,,112.15,109.75,114.38,118.86,135.79,138.79,137.74,125.08,112.11,102.21,97.27,99.39,109.23,125.41,145,158.55,150.78,137.29,128.6,123.57,119.92,97.27,158.55,119.45,119.7,128.43,102.03,144.94,127.35,123.65,125.13,116.99,119.57,115.23,122.16,132.8,109.17,119.76,136.45,107.55"
28/02/2025,"115.47,110.54,109.38,,106.93,112.03,112.63,135.99,150,161.82,145.5,127.7,115.97,109.51,108.57,111.58,125.57,135.05,152.85,161.24,158.86,143.96,132.94,127.43,119.03,106.93,161.82,110.58,127.66,137.75,113.81,152,130.84,128.77,134.52,111.16,119.12,125.78,123.03,148.33,115.44,131.26,140.58,116.48"
27/02/2025,"101.48,103.81,101.24,,99.6,100.43,105.87,115.18,152.32,159.05,142.58,129.94,110,101.1,109.25,110,123,142.62,158.69,174.71,163.17,144.61,136.54,124.69,114.89,99.6,174.71,101.53,118.45,135.39,110.84,159.8,130.18,126.03,135.34,102.07,109.99,123.12,116.72,142.28,112.57,133.58,143.1,113.88"
26/02/2025,"122.99,119.82,116.94,,115.98,116.56,117.27,132.65,159.93,175.19,160.22,141.37,129.95,120.53,119.89,125.12,132.9,149.75,165.01,172.57,162.82,147.38,118.44,120.94,112.46,112.46,175.19,118.93,131.6,151.68,124.61,162.54,124.81,135.7,146.28,118.26,125.27,138.15,125.11,157,127.94,143.2,139.1,128.29"
25/02/2025,"90.6,89.91,93.39,,93.86,97.43,105.78,144.87,167.16,173.34,153.73,140.36,126.75,124.63,125.81,134.38,148.34,170.68,207.97,233.05,188.09,156.96,142.47,129.46,115.13,89.91,233.05,91.94,128.81,148.55,133.29,199.95,136.01,139.76,160.59,95.16,110.38,140.92,118.92,159.78,129.39,165.34,160.86,133.38"
24/02/2025,"70.83,67.99,40.98,,37.1,65.34,70.03,81,84.8,106.68,93.26,79.04,83.44,81.63,83,86.4,92.55,100.7,112.94,137.81,148.71,129.27,112.29,112.9,106.48,37.1,148.71,54.23,75.29,90.61,85.9,125.04,115.24,91.05,100.51,58.71,64.76,88.25,81.58,91.44,81.78,98.15,124.58,84.34"
23/02/2025,"91.1,84.99,86.21,,83.63,85.77,87.33,87.7,108,112.24,99.35,83,81.5,71.12,69.2,64.75,69.11,84.7,150.45,154.69,117.02,96.03,77.32,73.81,65.99,64.75,154.69,86.48,92.2,94.02,68.55,126.72,78.29,91.04,96.43,86.51,89.34,81.28,85.66,101.82,76.21,92.25,97.48,73.11"
22/02/2025,"50.99,48.62,47.96,,42.62,41.2,49.15,49.11,61.22,68.25,67.74,53.21,47.13,40.4,52.69,68,85.6,100.95,108.38,106.98,115.18,103,101.58,94.27,83.51,40.4,115.18,47.55,50.17,59.08,61.67,107.87,95.59,70.32,76.21,46.76,48.86,60.38,64.44,61.58,48.36,90.73,100.75,57.84"
21/02/2025,"75.51,74.99,79.8,,83.4,82.4,82.03,106.47,152.5,145.21,120.98,98.68,83.4,78,76.41,79.52,82.94,103.47,103.45,101.98,81.95,80.25,70.85,70.64,64.33,64.33,152.5,78.43,105.85,112.07,79.22,97.71,71.52,90.8,96.33,79.69,92.14,95.64,85.26,131.29,84.12,92.35,78.33,83.16"
20/02/2025,"86.17,85.2,84.56,,83.64,82.18,83.84,86.31,110.41,127.98,105.87,93.72,87.23,86.87,84.51,84.78,90.05,98.34,110.13,112.38,122.45,105.91,92.41,90.84,83,82.18,127.98,84.89,90.69,103.7,86.55,110.83,93.04,94.95,100.36,84.27,87.79,95.13,89.54,107.64,88.08,95.83,101.17,87.86"
19/02/2025,"104.54,99.29,99.6,,97.29,94.5,97.48,115,149.5,166.37,128.76,107.91,89.28,81.52,82.74,85.2,90.63,110.03,131.28,142.98,144.42,120.9,113.75,107.13,99.81,81.52,166.37,100.18,114.12,123.08,85.02,132.18,110.4,110.83,113.43,98.78,107.15,104.05,108.23,139.91,90.36,104.29,121.5,89.55"
18/02/2025,"132.95,125,123.56,,117.11,115.66,121.93,143.61,190.34,193.8,143.53,124.24,109.71,96.41,88.53,98.35,110,128.16,177.61,174.32,155.91,142.42,129.41,121.9,114.45,88.53,193.8,124.66,142.89,142.82,98.32,159,127.05,132.45,133.38,122.7,133.77,120.57,131.53,167.82,104.72,128.53,139.74,104.54"
17/02/2025,"128.05,121.06,120.34,,125.52,128.94,131.54,153.16,204.74,209.79,171.3,139.67,117.19,109.47,106.78,111.89,132.27,158.96,222.92,271,215.36,177.86,155.19,139.39,129.57,106.78,271,123.74,154.6,159.49,115.1,217.06,150.5,153.42,163.88,125.91,139.17,137.3,142.95,184.75,118.28,156.51,181.4,119.55"
16/02/2025,"134.11,128.9,123.57,,119.9,119.57,120.18,119.92,127.51,129.6,130.49,127.7,124.03,124.67,118.77,121.02,129.55,137.68,153.98,169.98,160.29,153.72,139.34,137.62,131.51,118.77,169.98,126.62,121.8,127.96,123.5,155.48,140.55,132.65,135.65,124.37,124.21,125.73,129.65,126.88,123.79,135.56,148.74,124.29"
15/02/2025,"135.29,130.34,120,,118.24,118.45,120.37,133.74,148.58,150.67,137.01,124.59,118.36,112.39,110.01,116.15,128.83,145.89,164.54,174.7,164.76,149.65,128.31,132.37,124.54,110.01,174.7,125.97,130.29,132.66,116.85,162.47,133.72,133.66,137.33,123.78,128.13,124.75,129.99,142.5,116.34,138.85,145.72,118.39"
14/02/2025,"139.21,132.8,128.5,,127.65,129.58,139.59,162.89,227.08,265.64,215.11,181.03,163.01,149.86,148.61,155.8,175.06,200,298.91,293.06,225.7,183.55,163.79,153,140.03,127.65,298.91,132.04,164.79,206.2,157.33,254.42,160.09,179.14,205.98,132.89,148.41,181.77,152.31,217.68,160.63,207.44,193.19,162.23"
13/02/2025,"140.33,137.75,140.79,,136.59,140,142,159.99,190.33,222.36,220.05,203.89,184.68,174.52,170.1,166.7,170.1,182,213.05,207.17,196.52,177.03,162.92,153.12,138.97,136.59,222.36,138.87,158.08,207.75,170.36,199.69,158.01,172.12,192.6,139.58,148.47,189.05,151.65,198.18,183.3,182.96,172.62,178.33"
12/02/2025,"129.13,127.77,126.82,,126.59,128.74,131.24,151.13,163.64,180,174.92,162.05,144.01,137.28,142.03,149.4,159.67,173.21,184.59,197.13,192.57,173.9,155.78,150.38,141.81,126.59,197.13,127.58,143.69,165.25,147.1,186.88,155.47,154.32,166.41,128.38,135.63,156.17,142.24,167.42,146.34,166.72,168.6,149.07"
11/02/2025,"77.45,71.1,71.62,,74.89,77.45,87.44,100.46,134.93,155.53,141.42,96.65,92.78,97.68,111.11,123.46,143.69,144.47,159.97,168.19,167.45,162.63,148.75,142.95,128.24,71.1,168.19,73.77,100.07,121.6,118.99,160.02,145.64,120.01,133.53,76.66,86.92,120.29,106.49,133.09,99.56,142.9,153.04,110.9"
10/02/2025,"118.58,111.82,109.22,,106.29,105.85,112,145.38,162.02,181.36,163.18,135.9,115.28,109.36,109.74,123.07,128.54,133.58,133.82,142.11,114.85,94.37,91.48,88.87,87.38,87.38,181.36,111.48,131.31,148.93,117.68,131.09,90.53,121.84,132.57,110.63,121.4,133.3,111.11,162.99,117.57,129.75,103.18,120.32"
09/02/2025,"135,134.51,130.18,,119.3,116.79,117,117,133.43,136.77,123.97,114.79,105.65,98.71,95.53,109.9,120.4,141.96,148.58,161.93,156.13,150.65,142.92,143,127.97,95.53,161.93,129.75,121.06,120.3,106.14,152.15,141.14,128.42,126.19,125.46,125.4,113.22,130.65,127.79,103.67,130.21,147.1,107.5"
08/02/2025,"81.34,84.85,85.8,,87.08,89.69,90.99,90.8,95.31,111.11,92.68,79.42,68.75,67.71,79.85,89.85,118,140.87,150,160.49,161.1,156.42,149,144,136.31,67.71,161.1,84.77,91.7,87.99,88.85,153.12,146.43,108.81,109.99,86.63,88.23,88.42,107.63,97.48,73.93,124.68,151.22,83.93"
07/02/2025,"126.05,112.7,108.82,,105,104.81,105.07,112.39,141.66,164.21,150.36,133.88,115.14,111.49,106.77,109.59,111.68,126.61,142.85,149.05,144.32,126.93,100,98.72,100.14,98.72,164.21,113.14,115.98,140.9,109.88,140.71,106.45,121.18,130.5,110.41,114.56,125.39,111.86,142.16,116.82,122.68,119.86,114.76"
06/02/2025,"133.67,129.57,125.87,,125,125.01,135.28,156.12,180.09,219.42,178.99,160.14,152.56,147.89,145.48,137.79,150.8,164.89,171.59,170.48,162.95,141.33,131.26,134,121.95,121.95,219.42,128.53,149.13,177.78,145.49,167.48,132.14,150.09,163.58,129.07,138.83,161.63,136.6,183.66,151.52,156.27,143.66,149.11"
05/02/2025,"113.34,109.67,109.4,,108.18,115.17,122.42,139.81,165.32,180.81,159.33,132.19,119.96,115.46,118.8,128.85,144.12,160.58,177.19,189.9,189.63,170,155.42,143.7,133.21,108.18,189.9,110.15,135.68,148.07,126.81,179.33,150.58,141.77,151.4,113.03,122.91,137.44,132.14,161.32,121.6,152.69,163.64,126.56"
04/02/2025,"132.4,125.54,123.18,,123.99,123.25,127.63,155.42,192.24,211.99,163.31,136.53,126.57,116.89,113.17,120.09,127.47,164.81,168.99,175,162.04,145.01,132.43,129.42,120.62,113.17,211.99,126.28,149.64,159.6,119.41,167.71,131.87,142.42,148.91,126,137.96,139.5,135.93,180.74,123.29,145.34,144.09,123.45"
03/02/2025,"129.54,126.63,124.72,,120.04,123.24,127.77,159.18,207.88,243.23,178.04,149.95,126.05,117.27,115.29,124.18,145.86,170.71,216,200.73,201.1,167.74,153,144.23,135.81,115.29,243.23,125.23,154.52,174.32,125.65,197.14,150.2,154.51,165.7,125.32,139.88,149.98,143.32,197.08,127.14,164.19,167.1,129.77"
02/02/2025,"133.26,126.91,122.99,,120.66,122.34,123.41,128.09,135.9,137.3,137.7,130.04,129.33,122.24,111.88,116.42,127.97,151.21,164.03,172.49,173.95,165.5,155.77,148.44,133.24,111.88,173.95,125.96,127.44,133.59,119.63,165.42,150.74,137.13,139.55,124.93,126.7,126.61,134.71,134.75,123.37,139.91,158.23,122.98"
01/02/2025,"136.93,129.42,124.24,,119.12,118.86,120.54,127.1,144.74,153.46,142.44,128.4,120.08,110.29,103.4,113.7,129.49,154.43,168.27,167.51,162.98,156.6,145.24,141.73,131.74,103.4,168.27,127.43,127.81,136.1,114.22,163.3,143.83,135.45,137.87,124.85,127.62,125.16,133.02,141.94,115.54,141.47,150.97,117.56"
31/01/2025,"120,117.08,113.89,,113.12,115.98,120.74,131.87,157.97,163.7,154.82,130.1,126.2,120.06,121.19,119.76,149.87,168.26,185.26,184.48,178.99,162.66,152.7,144.31,131.41,113.12,185.26,116.02,131.64,143.71,127.72,179.25,147.77,141.02,150.22,116.8,123.83,135.71,131.81,152.09,124.39,155.79,159.09,127.86"
30/01/2025,"92.41,92.43,93.33,,92.95,92.43,108.65,139.83,152.64,160.3,151.51,135.09,123.25,115.89,113.3,129.41,153.22,160.87,180.36,176.58,161.28,150.2,134.17,126.46,120.2,92.41,180.36,92.78,123.39,142.54,127.96,169.77,132.76,131.53,146.76,95.37,108.08,135.25,116.31,151.07,121.88,155.97,144.82,128.36"
29/01/2025,"87.72,83.39,78.16,,75.64,79.01,86.98,93.14,141.42,142.54,130.45,105.05,89.25,85,85.53,87.67,102.75,132.66,149.57,150.09,146.3,131.95,119.65,111.99,99.33,75.64,150.09,81.23,100.14,116.82,90.24,144.66,115.73,108.14,117.24,81.82,90.68,103.53,99.03,126.89,91.21,118.16,126.55,92.54"
28/01/2025,"76.92,71.53,57.33,,69.28,76.92,77.59,98.22,125.45,147.5,135.3,120.53,116.34,114.75,117.39,121.33,139.91,147,149.6,134.94,128.9,94.76,87.26,79.8,64.43,57.33,149.6,68.77,94.55,129.92,123.35,140.11,81.56,106.37,131.12,71.6,81.66,126.63,81.62,126.62,117.25,139.46,98.35,121.71"
27/01/2025,"40.14,35.26,26.38,,14.07,10.1,21.52,34.1,56.99,71.76,62.96,45.57,40.11,35.66,38.37,53.95,86.79,102.46,118.56,118.67,100.05,94.07,85.08,82.26,69.28,10.1,118.67,28.96,30.68,55.1,53.69,109.94,82.67,60.17,72.91,24.58,29.82,54.4,47.44,56.45,39.93,90.44,91.57,50.08"
26/01/2025,"126.21,115.79,111.3,,106.85,105.43,107.86,110.6,117.62,124.17,121.97,105.51,102.57,96.73,90.02,92.52,111.63,125.92,132.77,118.94,90.32,78.93,68.26,49.25,23.89,23.89,132.77,115.04,110.38,113.56,97.73,116.99,55.08,101.46,109.42,112.24,112.71,105.64,93.5,118.59,98.71,115.71,71.6,99.83"
25/01/2025,"59.04,64.96,63.55,,67.17,76.77,76.89,79.32,76.89,88.99,87.31,86.32,88.15,82.55,81.98,89,111.07,132.97,145.85,151,147.53,137.6,134.61,132.26,122.03,59.04,151,63.68,77.47,87.69,91.15,144.34,131.63,99.33,107.73,68.06,70.57,89.42,90.92,83.13,84.75,119.72,137.51,89.85"
24/01/2025,"69.03,58.16,45.05,,40.6,50.17,73.2,85.44,109.16,116.23,96.34,88.9,78.44,76.48,74.69,74.51,74.51,75.25,83.02,88.59,91.78,84.99,80.79,91.97,86.29,40.6,116.23,53.21,79.49,94.98,75.05,84.66,86.01,78.9,84.9,56.04,66.35,85.01,72.9,101.79,79.63,76.82,87.4,77.92"
23/01/2025,"113.7,108.88,105.58,,100.01,97.59,100.01,106.41,136.6,159.03,155.42,130.94,116.1,94.93,88.56,85.86,89.8,89.87,106.75,112,101.87,86.36,74.28,75.68,58.23,58.23,159.03,107.04,110.15,140.37,89.79,102.62,73.64,103.94,110.93,104.3,108.6,115.08,96.94,139.37,107.63,93.07,84.74,101.03"
22/01/2025,"128,125.06,122.22,,121.66,123.16,128.32,156.92,208.25,238.6,199.41,179.06,172.94,165,170,179.92,195.67,199.04,208.99,180.43,167.08,134.49,127.78,128.09,114.68,114.68,238.6,124.24,154.16,197.5,177.65,188.89,126.26,161.45,188.01,124.74,139.2,187.58,134.89,200.8,171.75,195.91,142.09,177.1"
21/01/2025,"127.52,121.65,116.67,,113.86,113.54,122.34,142.2,190.06,248.32,211.68,198.05,161.5,147.44,142.83,150.05,173.43,212.13,301.15,251.93,202.68,174.84,155.19,138.6,125.29,113.54,301.15,119.93,142.04,204.89,153.44,241.97,148.48,168.46,200.1,119.26,130.98,179.16,136.81,198.07,162.46,209.19,174.76,162.22"
20/01/2025,"122.27,119.44,116.56,,114.41,115.45,127.54,161.71,276.48,431.99,291.7,236.29,187.48,176,171.39,191.85,277.17,402.12,583.4,473.28,295.57,220,170,152.51,137.98,114.41,583.4,118.17,170.3,286.87,204.1,438.59,170.12,231.36,309.85,119.28,144.23,245.48,152.86,290.47,192.79,363.64,241.56,206.7"
19/01/2025,"129.73,124.2,123.05,,121.24,120.18,120,121.57,123.33,123.6,125.16,125.19,121.56,112.25,107.51,116.81,126.29,140.15,149.67,159.04,156.6,149.06,139.26,130.99,122.94,107.51,159.04,124.56,121.27,123.88,115.72,151.37,135.56,128.72,130.32,123.07,122.91,119.8,127.13,123.42,116.63,133.23,142.98,118.27"
18/01/2025,"125.29,121.05,120.98,,118.85,116.46,119.77,119.75,133.39,145.63,144.1,131.21,121.56,118.87,115.01,119.32,133.32,149.71,164.59,167.57,167.85,156.12,143.42,136.4,129.36,115.01,167.85,121.54,122.34,135.63,121.63,162.43,141.33,134.15,139.9,120.4,121.94,128.63,128.4,135.72,121.66,141.74,150.12,123.22"
17/01/2025,"118.87,118.39,115.71,,114.72,115.48,122.16,140.8,175.01,208.13,175.34,158,140.73,126.44,124.03,132.99,151.98,170.21,178.79,179.92,174.22,157.91,145,139.97,126.84,114.72,208.13,116.92,138.36,170.55,133.86,175.79,142.43,146.32,160.07,117.56,127.64,152.21,132.57,174.82,137.3,158.49,153.98,139.03"
16/01/2025,"126.33,119.12,117.62,,115.03,115.75,123.27,138.7,173.04,199.65,175,151.9,140.64,131.13,130.58,138.42,163.04,179.2,191.56,184.32,179.97,159.6,141.6,135.29,123.75,115.03,199.65,119.53,137.69,166.8,140.79,183.76,140.06,148.1,163.78,119.52,128.61,153.8,132.43,171.6,138.56,168.06,154.09,142.62"
